"";"comment";"commenting_person_id";"negative_score";"comment_id";"article_name";"positive_score";"time";"date";"article_id"
"27249";"Největší úspěch Británie - udělat angličtinu nejdůležitějším jazykem světa, se teď stává i jedním z největších britských problémů.
Žabožrouti mají samozřejmě taky sociální dávky a přistěhovalcům se tam nedaří špatně. Ovšem Británie má angličtinu a to přistěhovalce táhne.
Jsem celkem rád, že česky se nikomu učit nechce. A dokud se tu lidé bez češtiny neobejdou, možná tu nebude světově, ale bude tu fajn.
";24416;"0";70486122;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";30;"21:01";"6.2.2015";"A150206_081152_zahranicni_ert"
"27250";"kdyz se chce vratit do syrie tak proc jede do anglie?
";19055;"−1";70486120;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";70;"21:01";"6.2.2015";"A150206_081152_zahranicni_ert"
"27251";"Nechápu, z čeho mají místní strach. Vždyť jsem každým dnem poučováni, že to žádný problém není, že jenom takový nacisté jako Konvička v tom vidí problém. 
Nebude to tím, že ti, kteří Konvičku označují za nacistu, bydlí v pohodě tam, kde tito lidé nejsou, zatímco obyvatelé Calais je mají za sousedy? 
Ono se to snadno plácá čítankové fráze, když je něco tři sta, pět set, nebo tisíc kilometrů daleko, ale mít to pod okny, to by kdejakého sluníčkáře přešel humor.
";62704;"−2";70486113;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";113;"21:00";"6.2.2015";"A150206_081152_zahranicni_ert"
"27252";"Samozřejmě tento problém bude trvat tak dlouho dokud bude GB respektive EU naivně provozovat tzv. multi-kulti sociální politiku. Protože co udělá Mohamed pokud co dostane do EU? Zavolá domů jakže se má té Evropské Unii dobře, že dostal zadarmo ubytování, stravu atd atd... No a ani se nenadějete a máte v zemi půl Afganistánu...
";7003;"−1";70486107;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";63;"21:00";"6.2.2015";"A150206_081152_zahranicni_ert"
"27253";"z čeho mají ti rasističtí místní obyvatelé strach? vždyť uprchlíci jsou v táborech a navíc jsou mírumilovní, poctiví a srdce mají plné laskavého multikulturního obohacení ...
";44462;"−2";70486084;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";88;"20:57";"6.2.2015";"A150206_081152_zahranicni_ert"
"27254";"Je potřeba jim sehnat práci... Ta osvobozuje.
Nebo vrátit zpátky.
";34814;"0";70487637;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";0;"22:41";"6.2.2015";"A150206_081152_zahranicni_ert"
"27255";"stacilo by prestat s agresi
";67907;"−3";70487635;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";1;"22:41";"6.2.2015";"A150206_081152_zahranicni_ert"
"27256";"Máte pravdu, lepší bude když zůstanou na pevnině <img class=""smiley"" src=""http://gidnes.cz/u/disk/smile8.gif"" alt="":-)"">.
";63503;"0";70487626;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";0;"22:40";"6.2.2015";"A150206_081152_zahranicni_ert"
"27257";"nerozumim tomu, proc se tedy ceska republika stavi na stranu tech, kteri pod zastitou miru bombarduji takove zeme jako je syrie, coz zposobuje exodus, aniz by se prihlasily k odpovednosti za nasledky.
";67907;"−9";70487619;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";2;"22:39";"6.2.2015";"A150206_081152_zahranicni_ert"
"27258";"To je hodne naivni predstava jak funguje zivot v UK ci v EU, nikdo mu samozrejme slusne ubytovani a kvalitni stravu zadarmo neda. Bude se muset hodne otacet tj. tvrde makat, aby se dokazal uzivit. V podstate akorat dostane sanci na slusny zivot, ale zda se mu ji podari vyuzit to je druha vec.
";31384;"0";70487609;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";0;"22:39";"6.2.2015";"A150206_081152_zahranicni_ert"
"27259";"jojo ...tenkrát věděli proč stavět zdi a hlídat hranice mezi státy !!!!!!!
";30145;"−1";70487606;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";1;"22:39";"6.2.2015";"A150206_081152_zahranicni_ert"
"27260";"Cim driv se zamezi migraci narodu, tim driv prestanou problémy.  Zavedl bych zeleznou oponu, zrusil volny pohyb pres hranice. Jako narod jsme si sobestacni.
";15433;"−2";70487603;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";9;"22:39";"6.2.2015";"A150206_081152_zahranicni_ert"
"27261";"Můžete si aspoň některé z nich vzít k sobě domů Kačenko. Jsem si jist, že by Vám místní sluníčkáři i samotní uprchlíci byli velice vděční. <img class=""smiley"" src=""http://gidnes.cz/u/disk/smile2.gif"" alt="";-)"">
";17430;"0";70487591;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";1;"22:38";"6.2.2015";"A150206_081152_zahranicni_ert"
"27262";"co teda navrhujete?
";94577;"0";70487590;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";0;"22:38";"6.2.2015";"A150206_081152_zahranicni_ert"
"27263";"Problém je, že to co máme v Evropě bylo vykoupeno krví a potem našich předků. Oni když mají cedit krev nebo potit, tak zdrhnou do EU nebo severní Ameriky.
Viz např. SA a její stažení pilotů z boje proti IS. Přitom SA je přímo ohroženou zemí.
";78887;"0";70487587;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";5;"22:37";"6.2.2015";"A150206_081152_zahranicni_ert"
"27264";"Ještě bude pár takových článků o uprchlících a pak budou články o tom, jak je budeme v rámci EU muset přijmout a postarat se o ně.
";63503;"0";70487574;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";9;"22:37";"6.2.2015";"A150206_081152_zahranicni_ert"
"27265";"Vyjadřovat se takhle nesluníčkářsky, že se nestydíte Tome!
";17430;"0";70487555;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";1;"22:36";"6.2.2015";"A150206_081152_zahranicni_ert"
"27266";"Někdo jiný by měl něco udělat. Hlavně ať to nejsem já<img class=""smiley"" src=""http://gidnes.cz/u/disk/smile4.gif"" alt="";-D"">
";94577;"0";70487553;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";0;"22:36";"6.2.2015";"A150206_081152_zahranicni_ert"
"27267";"Tak zrejme cekal alespon zivot na stejne urovni jako v Syrii pred valkou, misto toho se dockal jen zivota v ghettu kde mu hrozi, ze zemre v zemi kterou jen prochazi, bez rodiny a bez pratel coz opravdu neni prilis lakava nabidka. Rikate, ze mel teda v Syrii bojovat, ale proti komu mel bojovat? Proti Asadovi na strane vzbourencu? Na strane Asada? Nebo se pridat k ISIS? Kdybyste se narodil v Syrii a byl ted na jeho miste proti komu byste bojoval?
";31384;"−1";70487546;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";0;"22:35";"6.2.2015";"A150206_081152_zahranicni_ert"
"27268";"Oni si totiž myslí, že jim tady budou létat pečení holuby přímo do huby. Že jako utečenci nebudou muset pracovat a my se o ně postaráme. A oni tady budou uplatňovat svoje zvyky a svoji fanatickou víru. A když jim to nebude umožněno, tak začnou dělat bordel.
";96456;"0";70487541;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";3;"22:34";"6.2.2015";"A150206_081152_zahranicni_ert"
"27269";"Vidím to osobně tak, že stát v němž žiji je má vlast. A vlast je domov. kdybych řišel z práce domů a v kuchyni byla rodina imigrantů, tak volám policii. je to těžké napsat ale armáda by měla střežit hranice Evropy. Až jich bude víc( není nutná většina), budeme se divit.Oni slovo humanita ve slovníku nemají.
";92723;"−1";70487538;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";11;"22:34";"6.2.2015";"A150206_081152_zahranicni_ert"
"27270";"Myslíte převládající afroameričany? No to se moc smát nebudou.
";78887;"0";70487528;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";0;"22:34";"6.2.2015";"A150206_081152_zahranicni_ert"
"27271";"jejich snaha doma je promile proti nasi a vasi snaze. to je ten rozdil. jste prvni, kdo v teto zumpe levnych proklamaci ma nazor.
";67907;"−2";70487525;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";0;"22:34";"6.2.2015";"A150206_081152_zahranicni_ert"
"27272";"A dokud tam Británie vládla coby kolonisátor, měli se tam celkem dobře. Jen co převzali vládu do svých rukou, nějak se jim to nedaří. Čím to asi bude?
Trochu vzdělání, dámo.
";94457;"0";70487514;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";6;"22:33";"6.2.2015";"A150206_081152_zahranicni_ert"
"27273";"Co si to ti místní dovolují?! Ať okamžitě přestanou remcat a najedou na ten správný multikulti přístup. Ty drobné komplikace, které s uprchlíky souvisí, jsou nic proti tomu, když se může člověk cítit řádně sluníčkářsky. MULTIKULTI FOREVER!
";17430;"0";70487513;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";4;"22:33";"6.2.2015";"A150206_081152_zahranicni_ert"
"27274";"Pohříchu tu v první řadě dělají ze sebe idioty původní Evropané.. Bohužel...
";94384;"0";70487511;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";3;"22:32";"6.2.2015";"A150206_081152_zahranicni_ert"
"27275";"Za to, že je civilizačně obohatili, by je teď měli živit? Kdyby je nevyhnali, mohli mít tu Anglii doma a nemuseli by se sem teď drát!
";14249;"0";70487502;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";7;"22:32";"6.2.2015";"A150206_081152_zahranicni_ert"
"27276";"Jde mě o prachy a snažím se změnit svoji rodnou hroudu k lepšímu, proč jejich snaha doma je nicotná?
Sice zakladatel vlákna je trochu agresivnější ale prakticky má pravdu.
";78887;"0";70487496;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";4;"22:32";"6.2.2015";"A150206_081152_zahranicni_ert"
"27277";"jako jednoducha ironie dobry ale jinak primitivni
";67907;"0";70487470;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";0;"22:30";"6.2.2015";"A150206_081152_zahranicni_ert"
"27278";"vam nejde o prachy? nota bene kdyz jste v nouzi? prijde mi tento nazor mimo realitu.
";67907;"−9";70487461;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";0;"22:29";"6.2.2015";"A150206_081152_zahranicni_ert"
"27279";"A kvůli tomu by se měla nechat přeměnit na zaostalou zemi někde na dálném východě? Trochu krutej trest ne? <img class=""smiley"" src=""http://gidnes.cz/u/disk/smile2.gif"" alt="";-)"">
";17430;"0";70487459;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";5;"22:29";"6.2.2015";"A150206_081152_zahranicni_ert"
"27280";"To jsou mi argumenty <img class=""smiley"" src=""http://gidnes.cz/u/disk/smile4.gif"" alt="";-D""><img class=""smiley"" src=""http://gidnes.cz/u/disk/smile4.gif"" alt="";-D"">
";33977;"−2";70487456;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";0;"22:29";"6.2.2015";"A150206_081152_zahranicni_ert"
"27281";"a jake reseni mate vy? posilat jim domu vypalne, aby sem nejezdili? nebo postupne v evrope vytvorit oplocene a hlidane arealy pro domorodce? jiz nyni jsou v zemich s nejvetsim poctem techto uprchliku oblasti, kam nechodi ani policie, takze pri jejich neustale narustajicim poctu je otazka casu, kdy to bude obracene a budou se budovat nejake bezpecne zony.
";19055;"0";70487455;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";7;"22:29";"6.2.2015";"A150206_081152_zahranicni_ert"
"27282";"Když utíkají před válkou tak třeba v Saudské arábii se neválčí a je islámský stát, kde  budou mezi svými. Proč jdou do ateistické/křesťanské Evropy? O azyl mají žádat v první zemi EU kam vstoupí ale oni se cpou do zemí s nejštědřejším sociálním sytémem, takže lžou jde jim o prachy bez práce aby je Evropa živila a oni se na oplátku mohli věnovat násilné islamizaci Evropy :-(
";33463;"−2";70487445;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";14;"22:28";"6.2.2015";"A150206_081152_zahranicni_ert"
"27283";"Britové by jim měli dát azyl. Přeci jen je to země která zbohatla na kolonizování východu.
";63503;"−11";70487438;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";2;"22:28";"6.2.2015";"A150206_081152_zahranicni_ert"
"27284";"<img class=""smiley"" src=""http://gidnes.cz/u/disk/rukaon.gif"" alt=""R^""> kvalita nazoru se projevila
";67907;"−3";70487431;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";0;"22:27";"6.2.2015";"A150206_081152_zahranicni_ert"
"27285";"Je to zlý.
";46327;"0";70487413;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";0;"22:26";"6.2.2015";"A150206_081152_zahranicni_ert"
"27286";"Při odlivu vysunout blíž k Anglii, postavit plot a při přílivu bude Calais skutečně zaplaveno uprchlíky. A místní už nebudou mít strach.
";38585;"0";70487410;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";8;"22:26";"6.2.2015";"A150206_081152_zahranicni_ert"
"27287";"V článku na iDNES se objevila informace o tom, že místní mají strach z přistěhovalců? Páni, tomu říkám po tom multikulti překrucování reality, mlžení a zamlčování faktů pokrok!
";17430;"0";70487406;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";9;"22:26";"6.2.2015";"A150206_081152_zahranicni_ert"
"27288";"děkuji, vaše reakce je poučná
";67907;"0";70487401;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";0;"22:25";"6.2.2015";"A150206_081152_zahranicni_ert"
"27289";"Situace svědčí hlavně  o tom, že EU má  naprosto neschopné vůdce.
Proč tito imigranti neimigrují, nejsou EU vládami přesměrováni  do  přebohatých  muslimských států Arabského poloostrova !? Měli by to blíž kulturně, nábožensky i geograficky. A nemuseli by  si stěžovat na zimu. Navíc tyto země  nejsou přelidněné jako EU a nemají vyčerpané přírodní zdroje.
Evidentně tu někdo z původních Evropanů dělá pitomce <img class=""smiley"" src=""http://gidnes.cz/u/disk/nosmile1.gif"" alt="";-€"">
";42343;"0";70487397;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";10;"22:25";"6.2.2015";"A150206_081152_zahranicni_ert"
"27290";"Uz pro ne mate volny pokoj ve svem byte?
";95513;"0";70487395;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";4;"22:25";"6.2.2015";"A150206_081152_zahranicni_ert"
"27291";"sranda to bude, a amici se budou smat.
";67907;"0";70487385;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";2;"22:24";"6.2.2015";"A150206_081152_zahranicni_ert"
"27292";"To je snad jedno. Naučte se psát tak, aby to mělo jednoznačný smysl.
";57854;"0";70487375;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";1;"22:23";"6.2.2015";"A150206_081152_zahranicni_ert"
"27293";"To je takovej malej exodus do Evropy,za 10 let bude sranda,doufám
";6925;"0";70487364;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";0;"22:23";"6.2.2015";"A150206_081152_zahranicni_ert"
"27294";"pravděpodobně jste nezachytil slovo NAKLADY
";67907;"0";70487356;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";1;"22:22";"6.2.2015";"A150206_081152_zahranicni_ert"
"27295";"Ano, souhlasím s Vámi. S velkou zvědavostí a obavou sleduji další vývoj. Je to neudržitelné, a současné politické elity už to musí moc dobře vědět. I kdyby se od zítra zcela změnil přístup k imigrantům, není mi vůbec jasné, co s těmi 20 miliony muslimů v Evropě. EU a většina současných vlád navíc tak dlouho prosazovala tuhle sebevražednou politiku, že fakt dost dobře nemohou otočit úplně kormidlem. 
Je prostě strašné pořídit si nemovitost a díky politice EU ztratit 30% její hodnoty. Nejméně, ale spíše mnohem víc, kdo by nyní koupil nemovitost v Calais. Tohle fakt nemůže mít happy end..
";94384;"0";70487353;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";3;"22:22";"6.2.2015";"A150206_081152_zahranicni_ert"
"27296";"umíte číst? umíte myslet? pokud ano, jiste si to spravne vyložíte.
";67907;"−1";70487343;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";1;"22:21";"6.2.2015";"A150206_081152_zahranicni_ert"
"27297";"Píšete, že 2 nálety na civilisty by 100x zaplatily ty uprchlíky, co bychom tu museli živit (díky náletům už ne).
";57854;"−1";70487314;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";0;"22:19";"6.2.2015";"A150206_081152_zahranicni_ert"
"27298";"asi zkratka
";13327;"0";70487302;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";2;"22:18";"6.2.2015";"A150206_081152_zahranicni_ert"
"27299";"<img class=""smiley"" src=""http://gidnes.cz/u/disk/rukaon.gif"" alt=""R^""> kvalitni nazor
";67907;"−1";70487297;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";1;"22:18";"6.2.2015";"A150206_081152_zahranicni_ert"
"27300";"až nás obsadí bolševik, tak zase budete žadonit, ať nás toho hnusu příjdou zbavit<img class=""smiley"" src=""http://gidnes.cz/u/disk/smile2.gif"" alt="";-)"">
";94577;"−2";70487287;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";1;"22:17";"6.2.2015";"A150206_081152_zahranicni_ert"
"27301";"<img class=""smiley"" src=""http://gidnes.cz/u/disk/kukuc.gif"" alt=""8-o"">
";67907;"−1";70487278;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";0;"22:16";"6.2.2015";"A150206_081152_zahranicni_ert"
"27302";"tak prchejte, víte jak se to delá?
";67907;"−10";70487261;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";1;"22:16";"6.2.2015";"A150206_081152_zahranicni_ert"
"27303";"Říká ten, kdo v příspěvku níže nabádá k náletům na civilisty? <img class=""smiley"" src=""http://gidnes.cz/u/disk/kukuc.gif"" alt=""8-o"">
";57854;"0";70487256;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";2;"22:15";"6.2.2015";"A150206_081152_zahranicni_ert"
"27304";"To je kvalitni biomasa.
";35286;"0";70487255;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";0;"22:15";"6.2.2015";"A150206_081152_zahranicni_ert"
"27305";"v usa, neni to zrejme? pak se omlouvam, nevedel jsem ze je potreba napovedy.
";67907;"−1";70487254;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";1;"22:15";"6.2.2015";"A150206_081152_zahranicni_ert"
"27306";"za chvili budem prchat my z evropy ty humanisto <img class=""smiley"" src=""http://gidnes.cz/u/disk/smile1.gif"" alt="":-P"">
";650;"−1";70487253;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";18;"22:15";"6.2.2015";"A150206_081152_zahranicni_ert"
"27307";"zaplatily
";67907;"−2";70487244;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";0;"22:15";"6.2.2015";"A150206_081152_zahranicni_ert"
"27308";"kde to zlo vzniklo? pouč mě co se říká u vás v hospodě <img class=""smiley"" src=""http://gidnes.cz/u/disk/smile4.gif"" alt="";-D"">
";94577;"−1";70487239;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";1;"22:14";"6.2.2015";"A150206_081152_zahranicni_ert"
"27309";"<img class=""smiley"" src=""http://gidnes.cz/u/disk/rukaoff.gif"" alt=""Rv""> vy jste rozeny humanista. za klavesnici s internetem se to blaboli dobre ze?
";67907;"−21";70487235;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";0;"22:14";"6.2.2015";"A150206_081152_zahranicni_ert"
"27310";"co myslis tim ""zaplatily"" ?<img class=""smiley"" src=""http://gidnes.cz/u/disk/kukuc.gif"" alt=""8-o"">
";650;"−1";70487228;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";1;"22:14";"6.2.2015";"A150206_081152_zahranicni_ert"
"27311";"nechat je v podobnych taborech co nejdele, idealne naporad, po prvni zime se budou radi vracet zpet a jiste o te zemi zaslibene nebudou doma referovat moc pozitivne.
";19055;"−1";70487219;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";25;"22:13";"6.2.2015";"A150206_081152_zahranicni_ert"
"27312";"No jistě <img class=""smiley"" src=""http://gidnes.cz/u/disk/smile8.gif"" alt="":-)"">
";59527;"0";70487204;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";2;"22:12";"6.2.2015";"A150206_081152_zahranicni_ert"
"27313";"naklady dvou us naletu na civilisty v syrii apod.  by zaplatily 100x tyto chudaky. amici si valci jak se jim zachce, toubove v eu jim tleskaji ale problemy, s temi us nechteji nic mit. snad to jednou nekomu dojde, kde to zlo vzniklo.
";67907;"−12";70487189;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";3;"22:10";"6.2.2015";"A150206_081152_zahranicni_ert"
"27314";"Jak dojemne.
";95513;"0";70487171;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";4;"22:09";"6.2.2015";"A150206_081152_zahranicni_ert"
"27315";"Blahobyt bez prace ktery doma nikdy nemeli ?
";43202;"0";70487157;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";3;"22:08";"6.2.2015";"A150206_081152_zahranicni_ert"
"27316";"Tento stav je důsledkem hloupé, příliš liberální politiky většiny západoevropských států, který jim může přerůst přes hlavu. Za hloupost se platí vždycky !
";43405;"−1";70487155;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";20;"22:08";"6.2.2015";"A150206_081152_zahranicni_ert"
"27317";"Myslim ze dny Evropy jsou sečteny...
";43202;"−1";70487124;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";19;"22:07";"6.2.2015";"A150206_081152_zahranicni_ert"
"27318";"Já tam vidím slovo splnit. Nějako jsem se asi víc soustředil na obsah než na p.čo.ny
";46055;"−1";70487091;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";0;"22:05";"6.2.2015";"A150206_081152_zahranicni_ert"
"27319";"a jak dopadli,rozčtvrcení,rozporcováni na nudličky....
";58449;"0";70487061;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";0;"22:02";"6.2.2015";"A150206_081152_zahranicni_ert"
"27320";"mozna po tom primo netouzi tj. neni to jejich priorita, ale jako vedlejsi produkt to peklo delat budou...
";74467;"0";70487035;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";17;"22:00";"6.2.2015";"A150206_081152_zahranicni_ert"
"27321";"největší chyba amériky -Ahmed obáma
";58449;"0";70487034;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";2;"22:00";"6.2.2015";"A150206_081152_zahranicni_ert"
"27322";"no dobre, ale EU je v podstate srovnatelna s USA...Nema smysl srovnavat USA a Francii treba, ze...
";74467;"−1";70487013;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";1;"21:59";"6.2.2015";"A150206_081152_zahranicni_ert"
"27323";"Z nema rozvracenych zemi?
";98992;"0";70486979;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";0;"21:57";"6.2.2015";"A150206_081152_zahranicni_ert"
"27324";"a půjdeme my<img class=""smiley"" src=""http://gidnes.cz/u/disk/smile5.gif"" alt="":-("">
";58449;"0";70486971;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";0;"21:57";"6.2.2015";"A150206_081152_zahranicni_ert"
"27325";"Oni netouzi po britanii, oni touzi po tom udelat peklo i tady.
";26162;"−2";70486969;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";8;"21:56";"6.2.2015";"A150206_081152_zahranicni_ert"
"27326";"Toráč není kapitalista ale jehovista
";4016;"0";70486951;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";0;"21:55";"6.2.2015";"A150206_081152_zahranicni_ert"
"27327";"Trocchu si pleteš pojmy.
";69667;"−2";70486947;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";2;"21:55";"6.2.2015";"A150206_081152_zahranicni_ert"
"27328";"tak jo, když myslíš
";65686;"0";70486935;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";0;"21:55";"6.2.2015";"A150206_081152_zahranicni_ert"
"27329";"a na hlíněné chýši mají satelit a sledují mexické telenovely,no pak se jim máme divit,že už nechtějí pást ten svůj dobytek a chtějí jezdit po ranči land rouverem. dostanou max.toyotu s přišroubovaným kulometem a proto raději do té Ánglie.i s harantama.
";58449;"0";70486926;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";4;"21:54";"6.2.2015";"A150206_081152_zahranicni_ert"
"27330";"EU jich bere pul milionu
";650;"−1";70486921;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";8;"21:54";"6.2.2015";"A150206_081152_zahranicni_ert"
"27331";"Beru, že jste líní původní článek po překladu z angličtiny přeformulovat, ostatně děláte to co většina domácích online deníků, ale je opravdu problém A4 textu přečíst před vydáním? 
""Alespoň základní životní potřeby se jim pokouší split pracovníci charitativních organizací i lidé z UNHCR.""
";33109;"−1";70486900;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";1;"21:52";"6.2.2015";"A150206_081152_zahranicni_ert"
"27332";"Už ne, bohudík.
";47697;"0";70486899;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";0;"21:52";"6.2.2015";"A150206_081152_zahranicni_ert"
"27333";"No právě, že víš houby. <img class=""smiley"" src=""http://gidnes.cz/u/disk/smile1.gif"" alt="":-P"">
";69667;"−9";70486897;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";0;"21:52";"6.2.2015";"A150206_081152_zahranicni_ert"
"27334";"a má to cenu, pochopil bys to, kdybych Ti něco začal vysvětlovat, jak to funguje na jejich The Refugee Legal Centre?
";65686;"0";70486887;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";6;"21:51";"6.2.2015";"A150206_081152_zahranicni_ert"
"27335";"Dávky je čekaly i doma, ale není dávka, jako dávka! <img class=""smiley"" src=""http://gidnes.cz/u/disk/smile4.gif"" alt="";-D"">
";14249;"0";70486883;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";15;"21:51";"6.2.2015";"A150206_081152_zahranicni_ert"
"27336";"demokrace vs. náboženství nejde zkloubit!!! Buď bude jedno a nebo druhé...jsem pro první bez boha... kombinace obou variant lidstvo pošle dopr....e<img class=""smiley"" src=""http://gidnes.cz/u/disk/krik2.gif"" alt=""!!"">
";4016;"−5";70486880;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";1;"21:50";"6.2.2015";"A150206_081152_zahranicni_ert"
"27337";"najdou s i tu nějakou romantickou blondýnu a založí další rozrůstající se islámskou rodinku,proč by s sebou tahala své ženy
";60759;"0";70486876;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";2;"21:50";"6.2.2015";"A150206_081152_zahranicni_ert"
"27338";"USA přijmou ročně 60 000 uprchlíků. Ukaž mi jiný stát, který bere tolik.
";69667;"−1";70486874;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";4;"21:50";"6.2.2015";"A150206_081152_zahranicni_ert"
"27339";"světlé zítřky,aneb sociální dáffky,hotelové ubytování,a spoustu neziskovek k tomu,aby jim pomohly s aklimatizací.
";58449;"0";70486863;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";3;"21:49";"6.2.2015";"A150206_081152_zahranicni_ert"
"27340";"Pověz mi něco o těch dávkách, mudrče? <img class=""smiley"" src=""http://gidnes.cz/u/disk/smile2.gif"" alt="";-)"">
";69667;"−9";70486860;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";1;"21:49";"6.2.2015";"A150206_081152_zahranicni_ert"
