"";"comment";"commenting_person_id";"negative_score";"comment_id";"article_name";"positive_score";"time";"date";"article_id"
"27457";"Je nutné vyházet tu Multikulturní chásku a dosadit do vedení Evropy lidi,kteří všechny imigranty budou posílat zpátky tam,odkud přišli!
";24394;"−3";70488105;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";27;"23:17";"6.2.2015";"A150206_081152_zahranicni_ert"
"27458";"este ze se nerozhodli jit misto do Anglie na Slovensko…to be ty tabory byly ted na vychodni hranici ceska/....
";38246;"0";70488086;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";1;"23:15";"6.2.2015";"A150206_081152_zahranicni_ert"
"27459";"Všichni nám furt říkají ,že máme přijmout, ale měli by si uvědomit Evropa není nafukovací.
";79486;"−1";70488066;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";10;"23:13";"6.2.2015";"A150206_081152_zahranicni_ert"
"27460";"Nebrat nikoho, vzdělaných lidí máme v Evropě kvanta, a docela hodně z nich je nezaměstnaných. 
Vracet hned, válka v Sýrii se bude táhnout ještě hodně dlouho. Jsou to mladí chlapi, tak ať bojují za svou vlast!
";71316;"0";70488027;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";1;"23:10";"6.2.2015";"A150206_081152_zahranicni_ert"
"27461";"<img class=""smiley"" src=""http://gidnes.cz/u/disk/smile4.gif"" alt="";-D""><img class=""smiley"" src=""http://gidnes.cz/u/disk/smile4.gif"" alt="";-D""><img class=""smiley"" src=""http://gidnes.cz/u/disk/smile4.gif"" alt="";-D"">blábol století...
";41708;"−2";70488023;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";0;"23:10";"6.2.2015";"A150206_081152_zahranicni_ert"
"27462";"Viděli jste někdo film Potomci lidí (The Children of Men)? Sice ústřední děj filmu byl o něčem jiném, nicméně to pozadí příběhu dává tušit, co se bude dít v Británii a Evropě v nejbližší době.
";94457;"0";70488020;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";2;"23:10";"6.2.2015";"A150206_081152_zahranicni_ert"
"27463";"Ahmedovi se stýská po Sýrii a chce do Londýna. <img class=""smiley"" src=""http://gidnes.cz/u/disk/kukuc.gif"" alt=""8-o""><img class=""smiley"" src=""http://gidnes.cz/u/disk/kukuc.gif"" alt=""8-o""><img class=""smiley"" src=""http://gidnes.cz/u/disk/kukuc.gif"" alt=""8-o"">
";98132;"−2";70487966;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";14;"23:07";"6.2.2015";"A150206_081152_zahranicni_ert"
"27464";"Council flats, klasika ...
";71316;"0";70487963;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";0;"23:06";"6.2.2015";"A150206_081152_zahranicni_ert"
"27465";"Na imgraci Evropa zhyne a do prachu padne
";56183;"0";70487956;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";9;"23:06";"6.2.2015";"A150206_081152_zahranicni_ert"
"27466";"sakra hrubky. Asi pujdu chrapat.
";95513;"0";70487888;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";7;"23:00";"6.2.2015";"A150206_081152_zahranicni_ert"
"27467";"Jj, i toho se znovu dočkáme... a očividně velmi brzy<img class=""smiley"" src=""http://gidnes.cz/u/disk/smile6.gif"" alt="":-/""> Jen doufám, že nebude osvobozovat nás
";94691;"0";70487882;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";1;"23:00";"6.2.2015";"A150206_081152_zahranicni_ert"
"27468";"Ono je to ani nezajima. Vidi to hezke a ciste ulice plne ciste oblecenych lidi, to ze k tomu ti lide dosli praci a vzdelanim..... No proc to rozvadet.
";95513;"0";70487876;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";12;"22:59";"6.2.2015";"A150206_081152_zahranicni_ert"
"27469";"Invazní armáda, jsem zvědav kdy to těm v bruseli dojde. Každý stát má povinost se invazi bránit. Muslimáci jdou na to chytře, přijdou jako chudinky, ale pak se místní nestačí divt. EU páchá sebevraždu a ještě je na sebe náležitě hrdá...
";61394;"0";70487860;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";13;"22:58";"6.2.2015";"A150206_081152_zahranicni_ert"
"27470";"Vsichni chteli samostatnost. Dostali ji. Zniceho nic se to tam zacalo mlit a nastoupila emigrace do tech byvalych kolonialnich zemi. Kosovo, chteli samostatnost, dostali ji. A pokud to nikdo nezastavi, tak v Kosovu zustane nakonec jenom Thaci sam. Opet zdrhaji do zemi ktere jim tu samostatnost umoznili. To je vazne podekovani, takove darecky si nechte.
";95513;"0";70487845;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";23;"22:57";"6.2.2015";"A150206_081152_zahranicni_ert"
"27471";"Hlasování nohama se tomu říká. Alláh je veliký! - na tom tvrzení něco nesedí.
";39741;"0";70487843;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";6;"22:57";"6.2.2015";"A150206_081152_zahranicni_ert"
"27472";"Vždyť řešení je naprosto jednoduchý akorát to by se vyrojilo spousta rádoby humanistů !
";91841;"0";70487841;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";2;"22:57";"6.2.2015";"A150206_081152_zahranicni_ert"
"27473";"Kdyz to nechapete pane Benesi, zkuste si predstavit, ze zijete v nejakem 70 000 mestecku a jednoho dne vam najednou do mestecka prijedou tisice zubozenych (pro vasi lepsi predstavu BILYCH) cizincu, kteri nemluvi vasim jazykem, kteri ocividne nemaji penize a kteri maji hlad a nemaji kde spat a kteri tam zacnou nekde stanovat. Jak se budete citit? Budete se bat? Neblaznete, jsou to belosi jako vy, sice trochu zanedbani, ale jdou z daleka, nic prece nehrozi, neni prece zdokumentovan zadny pripad, ze by se snad beloch nekdy dopustil nejakeho zlocinu ci nasili tak budte v klidu, pozvete je na kafe a stanete se nejlepsimi prateli, budete neco jako bratri, vzdyt jsou to belosi, stejna rasa jako vy, no ne? Vite ten strach mistnich totiz v prve rade urcite neprameni z rasy.
";31384;"0";70487840;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";1;"22:57";"6.2.2015";"A150206_081152_zahranicni_ert"
"27474";"Je to pravda. Protože jsou prezidenti tři, každý prezident něčeho jiného (jeden parlamentu, druhý společenství, třetí komise ... jo jo, nikdo pak neví, kdo je teda vlastně šéf, tak proč by si to někdo měl vůbec pamatovat
";39741;"0";70487828;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";1;"22:56";"6.2.2015";"A150206_081152_zahranicni_ert"
"27475";"Vracet, jiná cesta není. A samozřejmě změna systému sociálních dávek ...
";71316;"0";70487819;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";1;"22:56";"6.2.2015";"A150206_081152_zahranicni_ert"
"27476";"jejda to mělo být k vyjednávání o krizi na UA
sorry
";94577;"0";70487815;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";1;"22:55";"6.2.2015";"A150206_081152_zahranicni_ert"
"27477";"a to oni prave nevi, ze Evropa ma svych problemu dost.
";94577;"0";70487798;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";1;"22:54";"6.2.2015";"A150206_081152_zahranicni_ert"
"27478";"Valci od te doby, co zanikly kolonie a ziskali samostatnost.
";95513;"−1";70487793;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";7;"22:53";"6.2.2015";"A150206_081152_zahranicni_ert"
"27479";"moc se divim,že tento článek mohl vyjít ...
";68741;"0";70487791;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";0;"22:53";"6.2.2015";"A150206_081152_zahranicni_ert"
"27480";"Francie tam hlavně nemá co dělat.Hollande si na tom jen honí politické body. Ve Francii jich totiž moc nemá:) S Angelou tam měl být Cameron<img class=""smiley"" src=""http://gidnes.cz/u/disk/krik2.gif"" alt=""!!"">
";94577;"0";70487784;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";1;"22:53";"6.2.2015";"A150206_081152_zahranicni_ert"
"27481";"Válčí mezi sebou většinou od té doby, co tam Američané zavedli demokracii... A následky nechali na Evropanech....
";2700;"−1";70487766;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";3;"22:51";"6.2.2015";"A150206_081152_zahranicni_ert"
"27482";"Nekdo by jim mel; rict, ze to s tema davkama v UK neni uz tak slavne. Od Noveho roku to poradne orezali. Konecne.
";95513;"0";70487765;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";13;"22:51";"6.2.2015";"A150206_081152_zahranicni_ert"
"27483";"Všechny vrátit zpátky!
Co si kdo navařil, to ať si taky sní.
";34814;"−1";70487750;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";13;"22:50";"6.2.2015";"A150206_081152_zahranicni_ert"
"27484";"co pořád máte s tou agresí? pokud bych se chtěla bavit o agresi,byla by z jiného soudku
";60759;"−2";70487715;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";2;"22:48";"6.2.2015";"A150206_081152_zahranicni_ert"
"27485";"Asi pěkná verbež ti západočeši a východočeši, když se mydlí. Určitě bych nechtěl, aby mi utekli na zahradu.
";34814;"0";70487708;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";1;"22:47";"6.2.2015";"A150206_081152_zahranicni_ert"
"27486";"Opravdu si myslite, ze kdyz nejake mesto najednou zaplavi tisice uprchliku, ze mistni maji strach z jejich rasy? Ten strach samozrejme plyne primarne z toho, ze jsou to zcela cizi lide, nemluvici mistnim jazykem co nemaji penize ani moznost zacit legalne pracovat a pritom maji hlad, nemaji kde bydlet takze se tisni v zubozenych pribytcich atd. Verte tomu, ze i kdyby to byli vsechno belosi, mistni by meli stejny strach, asi jako kdyz vam do vaseho maleho mestecka pres noc prijedou tisice ""bilych"" zubozenych cizincu, najednou budete mit uplne stejny strach jako maji ti lide v Calais. Takze rasou to nebude...
";31384;"0";70487701;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";0;"22:46";"6.2.2015";"A150206_081152_zahranicni_ert"
"27487";"Vy nechápete asi dějiné souvislosti. Britové prostě vyhráli a tak si užívali chvilky vítězství. Kdyby vyhrála protistrana, tak možná dnes už žádní Britové a možná Evropani nejsou.
";78887;"0";70487696;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";0;"22:46";"6.2.2015";"A150206_081152_zahranicni_ert"
"27488";"jaké agrese?,vždyt v těch různých zemích většinou válčí mezi sebou a dost bych i odlišila pouze ekonomickou část důvodu,proč odcházejí..troufám si tvrdit,že ty ekonomické budou nejsilnější a nějaké válečné konflikty v sýrii se jen hodí jako záminka
";60759;"−3";70487692;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";5;"22:46";"6.2.2015";"A150206_081152_zahranicni_ert"
"27489";"Finanční třenice (fin požadavky jižních států) a přistěhovalecká politika EU  rozštěpí daleko dříve, než jsem čekal. Možná zpočátku na ""německý sever""...a ""francouzský jih""..  
Stejně si myslím, že celá EU je dnes jen rouškou pro ""neokoloniální"" politiku Německa a Francie. 
Kdo zná presidenta EU? Předsedu Rady Evropy nebo parlamentu? Když se o něčem důležitém jedná...je vidět, že EU je ve skutečnosti ""Merkelová a Hollande"".
";430;"−1";70487691;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";5;"22:46";"6.2.2015";"A150206_081152_zahranicni_ert"
"27490";"Až na to vzÍvání souhlas!
";46055;"0";70487690;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";0;"22:46";"6.2.2015";"A150206_081152_zahranicni_ert"
"27491";"<img class=""smiley"" src=""http://gidnes.cz/u/disk/rukaon.gif"" alt=""R^"">
";94577;"−1";70487685;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";1;"22:45";"6.2.2015";"A150206_081152_zahranicni_ert"
"27492";"Jako třeba udělat z nich vojáky a poslat do Sýrie ?
";63503;"0";70487681;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";0;"22:45";"6.2.2015";"A150206_081152_zahranicni_ert"
"27493";"<img class=""smiley"" src=""http://gidnes.cz/u/disk/rukaon.gif"" alt=""R^""> velmi kvalitni nazor
";67907;"−1";70487678;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";1;"22:44";"6.2.2015";"A150206_081152_zahranicni_ert"
"27494";"rekl bych ze tak pulka z nich budou pakistanci a palestinci.
V britanii jich je spoooousta
";94577;"0";70487675;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";0;"22:44";"6.2.2015";"A150206_081152_zahranicni_ert"
"27495";"co pijete?
";67907;"−10";70487671;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";0;"22:44";"6.2.2015";"A150206_081152_zahranicni_ert"
"27496";"A na kterou stranu se postavíte vy?
Na Ruskou? Ti když se jim někdo postaví tak udělají z města středověkou zříceninu.
Na Čínskou? Tam lidi chcípají přímo ve fabrikách a ty ostatní co nepracují ve svých chýších. Ti  co mají názor jsou popravování na stadionech.
Je ještě jiná strana?
";78887;"−5";70487670;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";2;"22:44";"6.2.2015";"A150206_081152_zahranicni_ert"
"27497";"mírumilovné důvody těch uprchlíků,jakože se tam mají zle,jsou dost falešné,protože jsou to mladí chlapi,který by si nejspíš dané situaci uměli poradit..uprchlíky bych viděla spíše jako ženy,děti a starší lidi,kteří  potřebují pomoci v nouzi,tihle ne
";60759;"0";70487665;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";3;"22:43";"6.2.2015";"A150206_081152_zahranicni_ert"
"27498";"spis by me zajmalo jak se do toho Calais dostali?
ja kdyz nekde prejdu hranice nacerno tak me zavrou a vyhosti
";94577;"0";70487660;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";1;"22:42";"6.2.2015";"A150206_081152_zahranicni_ert"
"27499";"Budiž jim hostitelskou zemí umožněno vrátit se domů.. I pomoci jim v tom finančně..
Utíkající před válkou nejsou tak nebezpeční.. Až jejich ne asi milovatelné děti a ještě více ne asi milovatelné děti jejich dětí nás budou sebevražedně vyhazovat do vzduchu a podřezávat na ulicích.. V civilizovaném Světě se to dávno ví..
Do muslimistických ghet ve Francii se bojí zajíždět i policajti, natož dobré učitelky.. Mizerné vzdělání, neznalost jazyku a zákonů hostitelské země vedou jen k radikalizaci..
Kdo vzívá Aláha, vyznává Korán, žije v právu Šaria, je pro civilizaci spící terorista..
JE ŽÍŠ ČÁRLÍ©Já..
";35416;"−1";70487658;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";6;"22:42";"6.2.2015";"A150206_081152_zahranicni_ert"
"27500";"zemi je nekolik. je to dusledek agrese.
";67907;"−6";70487655;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";1;"22:42";"6.2.2015";"A150206_081152_zahranicni_ert"
"27501";"Každopádně začíná být jasné, jaké primární kritérium budou používat voliči napříč Evropou během dalších voleb. Příštím vládám není co závidět,až se budou pokoušet čistit tady ten chlév, za hlasitého ryku opozice-i.e. povětšinou viníků status quo. I když je možné, že pár jich snad bude sedět za vlastizradu.
";94384;"0";70487648;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";1;"22:42";"6.2.2015";"A150206_081152_zahranicni_ert"
"27502";"to ale nebylo tolik mirutvornych naletu
";67907;"−2";70487645;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";1;"22:42";"6.2.2015";"A150206_081152_zahranicni_ert"
"27503";"exodus určitě nezpusobuje bombardování Syrie.
kde na to chodite?<img class=""smiley"" src=""http://gidnes.cz/u/disk/smile2.gif"" alt="";-)"">
";94577;"−3";70487639;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";9;"22:41";"6.2.2015";"A150206_081152_zahranicni_ert"
"27504";"Mentalita je právě do značné míry utvarena náboženstvím. Mimochodem křesťanství na tom se svou toleranci není o moc lépe.
";81026;"−1";70655045;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";0;"16:22";"15.2.2015";"A150206_081152_zahranicni_ert"
"27505";"I bych Vás pozval, kdyby Váš dotaz nebyl nejčistější katolícistická demagogie..
";35416;"0";70566172;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";0;"23:52";"10.2.2015";"A150206_081152_zahranicni_ert"
"27506";"No, Pepovi to říkal Franta v hospodě.<img class=""smiley"" src=""http://gidnes.cz/u/disk/smile6.gif"" alt="":-/"">
";25603;"0";70522407;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";0;"22:19";"8.2.2015";"A150206_081152_zahranicni_ert"
"27507";"Kéž by, kéž by, kéž by!
";25603;"0";70522381;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";0;"22:17";"8.2.2015";"A150206_081152_zahranicni_ert"
"27508";"Mně to nepovídejte. Já souhlasím. Oni jsou přesvědčení, že my jim MUSÍME pomáhat. Kdo jim to napovídal a proč, netuším.
";25603;"0";70522366;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";0;"22:16";"8.2.2015";"A150206_081152_zahranicni_ert"
"27509";"Nemaj chovani a uctu k zivotu pryc snimy at jdou odkud prisli nebo nam to tu rozvrati jak u nich doma
";59642;"0";70499892;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";4;"17:54";"7.2.2015";"A150206_081152_zahranicni_ert"
"27510";"Ano, muslimská Indonésie napadla po vyhlášení nezávislosti Východní Timor. Tak jste to myslel?
";24316;"0";70498477;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";2;"16:31";"7.2.2015";"A150206_081152_zahranicni_ert"
"27511";"Milý Mohamede, není otázka jestli tohle je či není Evropa...jasné je, že tohle určitě není tvůj rodný Súdán !<img class=""smiley"" src=""http://gidnes.cz/u/disk/vlajkaEU.gif"" alt=""EU""><img class=""smiley"" src=""http://gidnes.cz/u/disk/krik2.gif"" alt=""!!"">
";86294;"0";70498082;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";6;"16:07";"7.2.2015";"A150206_081152_zahranicni_ert"
"27512";"Jeste jsem si to tu jednou procetl a najit perlu v podobe samy Sirane je opravdu krasa! Sami (ti Syrane) Syrane (podle nazvu zeme Syrie)
";20018;"0";70496674;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";0;"14:46";"7.2.2015";"A150206_081152_zahranicni_ert"
"27513";"No a co třeba takoví Východní Timořané ti jsou katolíci a válčili s muslimskou Indonésií kolik let. Když je někdo magor, tak je úplně jedno jaké vyznává náboženství.
";27718;"0";70496627;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";3;"14:44";"7.2.2015";"A150206_081152_zahranicni_ert"
"27514";"Pozor...
Další muslimy nepřijímat - je to trojský kůň...<img class=""smiley"" src=""http://gidnes.cz/u/disk/rukaoff.gif"" alt=""Rv"">
";95087;"0";70496139;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";6;"14:23";"7.2.2015";"A150206_081152_zahranicni_ert"
"27515";"Pane Mikine, museli bychom ty asistenty živit! Nebo, že by je pan europoslanec živil ze svého, samozřejmě zmraženého, platu?....
";60415;"0";70495718;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";1;"14:03";"7.2.2015";"A150206_081152_zahranicni_ert"
"27516";"Protože tam nejsou sociální dávky tam se musí makat.
";74405;"0";70495535;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";12;"13:55";"7.2.2015";"A150206_081152_zahranicni_ert"
"27517";"Jen mě tak napadá: Afghánistán, Súdán, Irák i Sýrie jsou muslimské země, proč tito uprchlíci neodejdou třeba do nejlidnatější muslimské země Indonésie, která je určitě s otevřenou náruči příjme. Odejít do nevěřící Evropy, mezi bezvěrce a pomlouvače proroka?
";49675;"0";70495401;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";4;"13:48";"7.2.2015";"A150206_081152_zahranicni_ert"
"27518";"Víte, jak vždycky v poledne na Nově ředitel říkal, že jeden stížnostní dopis vydá za 100 000 dalších se stejným názorem, kteří jen neměli čas do té televize napsat? Ono to tady bude podobné. Nemluvili se všema. Jen s Ahmedem a Mojamedem a oba jsou nasr***, že si to takhle nepředstavovali.
";78648;"0";70494945;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";3;"13:25";"7.2.2015";"A150206_081152_zahranicni_ert"
"27519";"A co čekali?Barák,2 auta 2 bazény a dovča v Karibiku?
";74405;"0";70493849;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";7;"12:23";"7.2.2015";"A150206_081152_zahranicni_ert"
"27520";"A co Filipínci? Většina jich je katolíky, ale problémy jsou s těmi co jsou muslimové.
";24316;"0";70493366;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";8;"11:55";"7.2.2015";"A150206_081152_zahranicni_ert"
"27521";"Z vasich schyzofrennich prispevku usuzuji ze je cas tuto diskuzi s vami ukoncit. Peknou sobotu!
";20018;"−3";70493117;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";0;"11:43";"7.2.2015";"A150206_081152_zahranicni_ert"
"27522";"Přitom na stavbu plotu by se jim pracovní síla šikla!
";61394;"0";70492927;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";6;"11:32";"7.2.2015";"A150206_081152_zahranicni_ert"
"27523";"Pochopil jsem správně poselství článku:
""Je-li parazit smutný, organismus prospívá!""?
";73367;"0";70492846;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";8;"11:28";"7.2.2015";"A150206_081152_zahranicni_ert"
"27524";"Ale prosím vás, kořen toho zla není Islám, ale fundamentalismus a arabská mentalita. Kdyby všichni arabové byli křesťany, tak se taky budou bít hlava nehlava
";27718;"−3";70492744;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";2;"11:22";"7.2.2015";"A150206_081152_zahranicni_ert"
"27525";"No jenže to pochopil jenom ten 1 s tím diplomem, zbytku je to jedno
";27718;"0";70492710;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";6;"11:21";"7.2.2015";"A150206_081152_zahranicni_ert"
"27526";"Neznám všechny, vy snad jo?
";16786;"0";70492704;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";4;"11:21";"7.2.2015";"A150206_081152_zahranicni_ert"
"27527";"Řekla bych, ze Ahmed si chce najít práci jako veterinar a az se zaridi, vezme sem zbytek své rozvětvené rodiny. Zbytek čeká, ze dostane bydlení, nejakoi podporu a navrch bílou zenu. A teď, co je horsi...
";16786;"0";70492663;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";9;"11:19";"7.2.2015";"A150206_081152_zahranicni_ert"
"27528";"To začíná být nadějné... Tyhle by to chtělo vzít a vrátit domů. Už pochopili, že samo se to neudělá, všude jsou nějaké problémy, zářná budoucnost je tu nečeká. Teď aby to vysvětlili těm doma a zasnažili se něco dělat tam, aby si to tam srovnali.
";78648;"0";70492025;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";11;"10:47";"7.2.2015";"A150206_081152_zahranicni_ert"
"27529";"Ja bych řekla, ze válku rozpoutali samy Sirane. Je pravda, ze Asad chtěl povstání násilím potlačit. Mel se vzdát?  Povstalci by pak udělali pořádek jako třeba v Lybii. Samozřejmé někdo povstalce podporoval. Myslíte, ze to bylo jen USA? Samozřejmě to byla velká, velká chyba.
";16786;"0";70491845;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";0;"10:34";"7.2.2015";"A150206_081152_zahranicni_ert"
"27530";"A běda když má někdo jiný názor než pan Večeřa, to je z něj hned hlupák nebo placený kolaborant.
";83393;"−4";70491832;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";2;"10:33";"7.2.2015";"A150206_081152_zahranicni_ert"
"27531";"je otázka zda je nákladnější tu živit přistěhovalce nebo osázet hranice Evropy něčím takovým: https://www.youtube.com/watch?v=3ygFeywrvjc
";35325;"0";70491786;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";2;"10:31";"7.2.2015";"A150206_081152_zahranicni_ert"
"27532";"Zákldní otázka: Proč se jich neujmou souvěrci v přebohaté a  rozlehlé Saudské Arábii a  SAE  ??? <img class=""smiley"" src=""http://gidnes.cz/u/disk/nosmile1.gif"" alt="";-€"">
";42343;"0";70491746;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";8;"10:28";"7.2.2015";"A150206_081152_zahranicni_ert"
"27533";"Tak napište něco chytrého vy, ať se pozvednu na vyšší úroveň <img class=""smiley"" src=""http://gidnes.cz/u/disk/smile4.gif"" alt="";-D"">
Konkrétně - proč se jich neujmou souvěrci v přebohaté a  rozlehlé Saudské Arábii ???
";42343;"0";70491738;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";1;"10:27";"7.2.2015";"A150206_081152_zahranicni_ert"
"27534";"Kde  nic neni ani Paki nebere!
";20018;"0";70491685;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";2;"10:24";"7.2.2015";"A150206_081152_zahranicni_ert"
"27535";"Znate vsechny? A taky vsechny Polaky atd.? A jste si jista ze vsichni vasi znami pracuji legalne a nepobiraji pri praci i benefity.? Ale jestli to vypravela Mana odvedle tak to bude smeroplatny!
";20018;"−3";70491670;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";1;"10:23";"7.2.2015";"A150206_081152_zahranicni_ert"
"27536";"Vozit imgranty zpět do Afriky  není složité ani drahé. Jen musíte mít odvahu.
";42343;"0";70491655;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";1;"10:22";"7.2.2015";"A150206_081152_zahranicni_ert"
"27537";"Zažil jsem ty hordy utečenců v Calais minulý léto a je to teda žalostný, celkově. Ve frontě se snažej dostat do návěsů a schovat se v nich. Po pár set metrech je pak celníci najdou a naženou z návěsu do takový klece a v tý je odvezou za město. Tam je vyhoděj a oni se zase vrátěj...Když jsem se s tím jednim policajtem bavil, tak říkal že maj problém třeba s tím, že když je zadržej, tak že jim musej zajistit i jídlo, protože jinak umíraj hlady. Tak je radši odvezou a pustěj. Občas je narvou do trajektu a odvezou do Afriky. Fakt zoufalá situace. To se to Okamurovi radí...chytrákovi.
";63094;"0";70488977;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";1;"1:11";"7.2.2015";"A150206_081152_zahranicni_ert"
"27538";"Apartmá<img class=""smiley"" src=""http://gidnes.cz/u/disk/smile6.gif"" alt="":-/"">
";85305;"−1";70491645;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";1;"10:21";"7.2.2015";"A150206_081152_zahranicni_ert"
"27539";"Stačí imigranty  exportovat obratem zpět. Bez svačiny.
 Brzy to pochopí.
";42343;"0";70491630;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";1;"10:21";"7.2.2015";"A150206_081152_zahranicni_ert"
"27540";"Ježíš, jen aby vas nevzali za slovo.
";16786;"0";70491612;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";3;"10:20";"7.2.2015";"A150206_081152_zahranicni_ert"
"27541";"No jistě. Ale Češi jsou součástí stejné civilizace  jako Němci a hladce  s e integrují. Nechtějí Německo předělávat k obrauz svému. 
Přirovníní pokulhává na  všechny  nohy !!!
";42343;"0";70491611;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";3;"10:20";"7.2.2015";"A150206_081152_zahranicni_ert"
"27542";"Znám dost Cechu v Anglii, a všichni makaji. No a pak tam jsou ještě čeští cikáni, ale ty nepočítám.
";16786;"0";70491589;"Calais je zaplaveno uprchlíky. Touží po Británii, místní mají strach";7;"10:19";"7.2.2015";"A150206_081152_zahranicni_ert"
