"";"category";"commenting_person_id";"positive_reaction";"comment_id";"time";"date";"article_id";"reacting_person_id"
"106070";"zahranicni";7003;1;70486107;"21:00";"6.2.2015";"A150206_081152_zahranicni_ert";1650
"106071";"zahranicni";7003;1;70486107;"21:00";"6.2.2015";"A150206_081152_zahranicni_ert";83623
"106072";"zahranicni";7003;1;70486107;"21:00";"6.2.2015";"A150206_081152_zahranicni_ert";63639
"106073";"zahranicni";7003;1;70486107;"21:00";"6.2.2015";"A150206_081152_zahranicni_ert";9528
"106074";"zahranicni";7003;1;70486107;"21:00";"6.2.2015";"A150206_081152_zahranicni_ert";29538
"106075";"zahranicni";7003;1;70486107;"21:00";"6.2.2015";"A150206_081152_zahranicni_ert";71323
"106076";"zahranicni";7003;1;70486107;"21:00";"6.2.2015";"A150206_081152_zahranicni_ert";79793
"106077";"zahranicni";7003;1;70486107;"21:00";"6.2.2015";"A150206_081152_zahranicni_ert";44311
"106078";"zahranicni";7003;1;70486107;"21:00";"6.2.2015";"A150206_081152_zahranicni_ert";60246
"106079";"zahranicni";7003;1;70486107;"21:00";"6.2.2015";"A150206_081152_zahranicni_ert";22931
"106080";"zahranicni";7003;1;70486107;"21:00";"6.2.2015";"A150206_081152_zahranicni_ert";85133
"106081";"zahranicni";7003;1;70486107;"21:00";"6.2.2015";"A150206_081152_zahranicni_ert";71316
"106082";"zahranicni";7003;1;70486107;"21:00";"6.2.2015";"A150206_081152_zahranicni_ert";2494
"106083";"zahranicni";7003;1;70486107;"21:00";"6.2.2015";"A150206_081152_zahranicni_ert";5859
"106084";"zahranicni";7003;1;70486107;"21:00";"6.2.2015";"A150206_081152_zahranicni_ert";78261
"106085";"zahranicni";7003;1;70486107;"21:00";"6.2.2015";"A150206_081152_zahranicni_ert";36791
"106086";"zahranicni";7003;1;70486107;"21:00";"6.2.2015";"A150206_081152_zahranicni_ert";47188
"106087";"zahranicni";7003;1;70486107;"21:00";"6.2.2015";"A150206_081152_zahranicni_ert";73269
"106088";"zahranicni";7003;1;70486107;"21:00";"6.2.2015";"A150206_081152_zahranicni_ert";24797
"106089";"zahranicni";7003;1;70486107;"21:00";"6.2.2015";"A150206_081152_zahranicni_ert";69086
"106090";"zahranicni";7003;1;70486107;"21:00";"6.2.2015";"A150206_081152_zahranicni_ert";78198
"106091";"zahranicni";7003;1;70486107;"21:00";"6.2.2015";"A150206_081152_zahranicni_ert";24416
"106092";"zahranicni";7003;1;70486107;"21:00";"6.2.2015";"A150206_081152_zahranicni_ert";60127
"106093";"zahranicni";7003;1;70486107;"21:00";"6.2.2015";"A150206_081152_zahranicni_ert";11180
"106094";"zahranicni";7003;1;70486107;"21:00";"6.2.2015";"A150206_081152_zahranicni_ert";47007
"106095";"zahranicni";7003;1;70486107;"21:00";"6.2.2015";"A150206_081152_zahranicni_ert";85747
"106096";"zahranicni";7003;1;70486107;"21:00";"6.2.2015";"A150206_081152_zahranicni_ert";83667
"106097";"zahranicni";7003;1;70486107;"21:00";"6.2.2015";"A150206_081152_zahranicni_ert";66750
"106098";"zahranicni";7003;1;70486107;"21:00";"6.2.2015";"A150206_081152_zahranicni_ert";27296
"106099";"zahranicni";7003;1;70486107;"21:00";"6.2.2015";"A150206_081152_zahranicni_ert";43481
"106100";"zahranicni";7003;1;70486107;"21:00";"6.2.2015";"A150206_081152_zahranicni_ert";82640
"106101";"zahranicni";7003;1;70486107;"21:00";"6.2.2015";"A150206_081152_zahranicni_ert";44462
"106102";"zahranicni";7003;1;70486107;"21:00";"6.2.2015";"A150206_081152_zahranicni_ert";42465
"106103";"zahranicni";7003;1;70486107;"21:00";"6.2.2015";"A150206_081152_zahranicni_ert";8455
"106104";"zahranicni";7003;1;70486107;"21:00";"6.2.2015";"A150206_081152_zahranicni_ert";49900
"106105";"zahranicni";7003;1;70486107;"21:00";"6.2.2015";"A150206_081152_zahranicni_ert";2314
"106106";"zahranicni";7003;1;70486107;"21:00";"6.2.2015";"A150206_081152_zahranicni_ert";79389
"106107";"zahranicni";7003;1;70486107;"21:00";"6.2.2015";"A150206_081152_zahranicni_ert";982
"106108";"zahranicni";7003;1;70486107;"21:00";"6.2.2015";"A150206_081152_zahranicni_ert";94691
"106109";"zahranicni";7003;1;70486107;"21:00";"6.2.2015";"A150206_081152_zahranicni_ert";87484
"106110";"zahranicni";7003;1;70486107;"21:00";"6.2.2015";"A150206_081152_zahranicni_ert";93922
"106111";"zahranicni";7003;1;70486107;"21:00";"6.2.2015";"A150206_081152_zahranicni_ert";75650
"106112";"zahranicni";7003;1;70486107;"21:00";"6.2.2015";"A150206_081152_zahranicni_ert";60653
"106113";"zahranicni";7003;1;70486107;"21:00";"6.2.2015";"A150206_081152_zahranicni_ert";65667
"106114";"zahranicni";7003;1;70486107;"21:00";"6.2.2015";"A150206_081152_zahranicni_ert";40655
"106115";"zahranicni";7003;1;70486107;"21:00";"6.2.2015";"A150206_081152_zahranicni_ert";65643
"106116";"zahranicni";7003;1;70486107;"21:00";"6.2.2015";"A150206_081152_zahranicni_ert";75822
"106117";"zahranicni";7003;1;70486107;"21:00";"6.2.2015";"A150206_081152_zahranicni_ert";33042
"106118";"zahranicni";44462;1;70486084;"20:57";"6.2.2015";"A150206_081152_zahranicni_ert";46494
"106119";"zahranicni";44462;1;70486084;"20:57";"6.2.2015";"A150206_081152_zahranicni_ert";90935
"106120";"zahranicni";44462;1;70486084;"20:57";"6.2.2015";"A150206_081152_zahranicni_ert";25874
"106121";"zahranicni";44462;1;70486084;"20:57";"6.2.2015";"A150206_081152_zahranicni_ert";83623
"106122";"zahranicni";44462;1;70486084;"20:57";"6.2.2015";"A150206_081152_zahranicni_ert";73507
"106123";"zahranicni";44462;1;70486084;"20:57";"6.2.2015";"A150206_081152_zahranicni_ert";63639
"106124";"zahranicni";44462;1;70486084;"20:57";"6.2.2015";"A150206_081152_zahranicni_ert";9528
"106125";"zahranicni";44462;1;70486084;"20:57";"6.2.2015";"A150206_081152_zahranicni_ert";29538
"106126";"zahranicni";44462;1;70486084;"20:57";"6.2.2015";"A150206_081152_zahranicni_ert";650
"106127";"zahranicni";44462;1;70486084;"20:57";"6.2.2015";"A150206_081152_zahranicni_ert";71323
"106128";"zahranicni";44462;1;70486084;"20:57";"6.2.2015";"A150206_081152_zahranicni_ert";99935
"106129";"zahranicni";44462;1;70486084;"20:57";"6.2.2015";"A150206_081152_zahranicni_ert";62907
"106130";"zahranicni";44462;1;70486084;"20:57";"6.2.2015";"A150206_081152_zahranicni_ert";79793
"106131";"zahranicni";44462;1;70486084;"20:57";"6.2.2015";"A150206_081152_zahranicni_ert";44311
"106132";"zahranicni";44462;1;70486084;"20:57";"6.2.2015";"A150206_081152_zahranicni_ert";30828
"106133";"zahranicni";7003;1;70486107;"21:00";"6.2.2015";"A150206_081152_zahranicni_ert";91412
"106134";"zahranicni";7003;1;70486107;"21:00";"6.2.2015";"A150206_081152_zahranicni_ert";11804
"106135";"zahranicni";7003;1;70486107;"21:00";"6.2.2015";"A150206_081152_zahranicni_ert";55990
"106136";"zahranicni";7003;1;70486107;"21:00";"6.2.2015";"A150206_081152_zahranicni_ert";13394
"106137";"zahranicni";7003;1;70486107;"21:00";"6.2.2015";"A150206_081152_zahranicni_ert";56183
"106138";"zahranicni";7003;1;70486107;"21:00";"6.2.2015";"A150206_081152_zahranicni_ert";5212
"106139";"zahranicni";7003;1;70486107;"21:00";"6.2.2015";"A150206_081152_zahranicni_ert";21793
"106140";"zahranicni";7003;1;70486107;"21:00";"6.2.2015";"A150206_081152_zahranicni_ert";72212
"106141";"zahranicni";7003;1;70486107;"21:00";"6.2.2015";"A150206_081152_zahranicni_ert";35832
"106142";"zahranicni";7003;1;70486107;"21:00";"6.2.2015";"A150206_081152_zahranicni_ert";76739
"106143";"zahranicni";7003;1;70486107;"21:00";"6.2.2015";"A150206_081152_zahranicni_ert";27384
"106144";"zahranicni";7003;1;70486107;"21:00";"6.2.2015";"A150206_081152_zahranicni_ert";61962
"106145";"zahranicni";7003;1;70486107;"21:00";"6.2.2015";"A150206_081152_zahranicni_ert";64035
"106146";"zahranicni";7003;1;70486107;"21:00";"6.2.2015";"A150206_081152_zahranicni_ert";53523
"106147";"zahranicni";7003;1;70486107;"21:00";"6.2.2015";"A150206_081152_zahranicni_ert";78285
"106148";"zahranicni";7003;0;70486107;"21:00";"6.2.2015";"A150206_081152_zahranicni_ert";31384
"106149";"zahranicni";44462;1;70486084;"20:57";"6.2.2015";"A150206_081152_zahranicni_ert";46924
"106150";"zahranicni";44462;1;70486084;"20:57";"6.2.2015";"A150206_081152_zahranicni_ert";60246
"106151";"zahranicni";44462;1;70486084;"20:57";"6.2.2015";"A150206_081152_zahranicni_ert";22931
"106152";"zahranicni";44462;1;70486084;"20:57";"6.2.2015";"A150206_081152_zahranicni_ert";96374
"106153";"zahranicni";44462;1;70486084;"20:57";"6.2.2015";"A150206_081152_zahranicni_ert";85133
"106154";"zahranicni";44462;1;70486084;"20:57";"6.2.2015";"A150206_081152_zahranicni_ert";3221
"106155";"zahranicni";44462;1;70486084;"20:57";"6.2.2015";"A150206_081152_zahranicni_ert";9540
"106156";"zahranicni";44462;1;70486084;"20:57";"6.2.2015";"A150206_081152_zahranicni_ert";71316
"106157";"zahranicni";44462;1;70486084;"20:57";"6.2.2015";"A150206_081152_zahranicni_ert";2494
"106158";"zahranicni";44462;1;70486084;"20:57";"6.2.2015";"A150206_081152_zahranicni_ert";86208
"106159";"zahranicni";44462;1;70486084;"20:57";"6.2.2015";"A150206_081152_zahranicni_ert";88199
"106160";"zahranicni";44462;1;70486084;"20:57";"6.2.2015";"A150206_081152_zahranicni_ert";72409
"106161";"zahranicni";44462;1;70486084;"20:57";"6.2.2015";"A150206_081152_zahranicni_ert";5859
"106162";"zahranicni";44462;1;70486084;"20:57";"6.2.2015";"A150206_081152_zahranicni_ert";78261
"106163";"zahranicni";44462;1;70486084;"20:57";"6.2.2015";"A150206_081152_zahranicni_ert";36791
"106164";"zahranicni";44462;1;70486084;"20:57";"6.2.2015";"A150206_081152_zahranicni_ert";16546
"106165";"zahranicni";44462;1;70486084;"20:57";"6.2.2015";"A150206_081152_zahranicni_ert";47188
"106166";"zahranicni";44462;1;70486084;"20:57";"6.2.2015";"A150206_081152_zahranicni_ert";37611
"106167";"zahranicni";44462;1;70486084;"20:57";"6.2.2015";"A150206_081152_zahranicni_ert";73269
"106168";"zahranicni";44462;1;70486084;"20:57";"6.2.2015";"A150206_081152_zahranicni_ert";24797
"106169";"zahranicni";67907;1;70487261;"22:16";"6.2.2015";"A150206_081152_zahranicni_ert";33109
"106170";"zahranicni";67907;0;70487261;"22:16";"6.2.2015";"A150206_081152_zahranicni_ert";49489
"106171";"zahranicni";67907;0;70487261;"22:16";"6.2.2015";"A150206_081152_zahranicni_ert";71316
"106172";"zahranicni";67907;0;70487261;"22:16";"6.2.2015";"A150206_081152_zahranicni_ert";7092
"106173";"zahranicni";67907;0;70487261;"22:16";"6.2.2015";"A150206_081152_zahranicni_ert";63810
"106174";"zahranicni";67907;0;70487261;"22:16";"6.2.2015";"A150206_081152_zahranicni_ert";60127
"106175";"zahranicni";67907;0;70487261;"22:16";"6.2.2015";"A150206_081152_zahranicni_ert";94691
"106176";"zahranicni";67907;0;70487261;"22:16";"6.2.2015";"A150206_081152_zahranicni_ert";57854
"106177";"zahranicni";67907;0;70487261;"22:16";"6.2.2015";"A150206_081152_zahranicni_ert";40655
"106178";"zahranicni";67907;0;70487261;"22:16";"6.2.2015";"A150206_081152_zahranicni_ert";96456
"106179";"zahranicni";67907;0;70487261;"22:16";"6.2.2015";"A150206_081152_zahranicni_ert";14249
"106180";"zahranicni";44462;1;70486084;"20:57";"6.2.2015";"A150206_081152_zahranicni_ert";86294
"106181";"zahranicni";44462;1;70486084;"20:57";"6.2.2015";"A150206_081152_zahranicni_ert";78198
"106182";"zahranicni";44462;1;70486084;"20:57";"6.2.2015";"A150206_081152_zahranicni_ert";62704
"106183";"zahranicni";44462;1;70486084;"20:57";"6.2.2015";"A150206_081152_zahranicni_ert";60127
"106184";"zahranicni";44462;1;70486084;"20:57";"6.2.2015";"A150206_081152_zahranicni_ert";11180
"106185";"zahranicni";44462;1;70486084;"20:57";"6.2.2015";"A150206_081152_zahranicni_ert";98471
"106186";"zahranicni";44462;1;70486084;"20:57";"6.2.2015";"A150206_081152_zahranicni_ert";48286
"106187";"zahranicni";44462;1;70486084;"20:57";"6.2.2015";"A150206_081152_zahranicni_ert";60496
"106188";"zahranicni";44462;1;70486084;"20:57";"6.2.2015";"A150206_081152_zahranicni_ert";85747
"106189";"zahranicni";44462;1;70486084;"20:57";"6.2.2015";"A150206_081152_zahranicni_ert";83667
"106190";"zahranicni";44462;1;70486084;"20:57";"6.2.2015";"A150206_081152_zahranicni_ert";27296
"106191";"zahranicni";44462;1;70486084;"20:57";"6.2.2015";"A150206_081152_zahranicni_ert";43481
"106192";"zahranicni";44462;1;70486084;"20:57";"6.2.2015";"A150206_081152_zahranicni_ert";82640
"106193";"zahranicni";44462;1;70486084;"20:57";"6.2.2015";"A150206_081152_zahranicni_ert";63786
"106194";"zahranicni";44462;1;70486084;"20:57";"6.2.2015";"A150206_081152_zahranicni_ert";8455
"106195";"zahranicni";44462;1;70486084;"20:57";"6.2.2015";"A150206_081152_zahranicni_ert";17430
"106196";"zahranicni";44462;1;70486084;"20:57";"6.2.2015";"A150206_081152_zahranicni_ert";38338
"106197";"zahranicni";44462;1;70486084;"20:57";"6.2.2015";"A150206_081152_zahranicni_ert";68810
"106198";"zahranicni";44462;1;70486084;"20:57";"6.2.2015";"A150206_081152_zahranicni_ert";49900
"106199";"zahranicni";44462;1;70486084;"20:57";"6.2.2015";"A150206_081152_zahranicni_ert";2314
"106200";"zahranicni";44462;1;70486084;"20:57";"6.2.2015";"A150206_081152_zahranicni_ert";13804
"106201";"zahranicni";44462;1;70486084;"20:57";"6.2.2015";"A150206_081152_zahranicni_ert";982
"106202";"zahranicni";44462;1;70486084;"20:57";"6.2.2015";"A150206_081152_zahranicni_ert";60193
"106203";"zahranicni";44462;1;70486084;"20:57";"6.2.2015";"A150206_081152_zahranicni_ert";94691
"106204";"zahranicni";44462;1;70486084;"20:57";"6.2.2015";"A150206_081152_zahranicni_ert";7003
"106205";"zahranicni";44462;1;70486084;"20:57";"6.2.2015";"A150206_081152_zahranicni_ert";87484
"106206";"zahranicni";44462;1;70486084;"20:57";"6.2.2015";"A150206_081152_zahranicni_ert";50837
"106207";"zahranicni";44462;1;70486084;"20:57";"6.2.2015";"A150206_081152_zahranicni_ert";93922
"106208";"zahranicni";44462;1;70486084;"20:57";"6.2.2015";"A150206_081152_zahranicni_ert";75650
"106209";"zahranicni";44462;1;70486084;"20:57";"6.2.2015";"A150206_081152_zahranicni_ert";75730
"106210";"zahranicni";44462;1;70486084;"20:57";"6.2.2015";"A150206_081152_zahranicni_ert";65667
"106211";"zahranicni";44462;1;70486084;"20:57";"6.2.2015";"A150206_081152_zahranicni_ert";40655
