"";"X";"category";"commenting_person_id";"positive_reaction";"comment_id";"time";"date";"article_id";"reacting_person_id"
"93571";93571;"zahranicni";51402;0;69863550;"20:14";"5.1.2015";"A150105_143458_zahranicni_ert";33706
"93572";93572;"zahranicni";51402;0;69863550;"20:14";"5.1.2015";"A150105_143458_zahranicni_ert";42204
"93573";93573;"zahranicni";51402;1;69863550;"20:14";"5.1.2015";"A150105_143458_zahranicni_ert";41174
"93574";93574;"zahranicni";51402;1;69863550;"20:14";"5.1.2015";"A150105_143458_zahranicni_ert";39747
"93575";93575;"zahranicni";51402;1;69863550;"20:14";"5.1.2015";"A150105_143458_zahranicni_ert";44011
"93576";93576;"zahranicni";51402;1;69863550;"20:14";"5.1.2015";"A150105_143458_zahranicni_ert";60761
"93577";93577;"zahranicni";51402;1;69863550;"20:14";"5.1.2015";"A150105_143458_zahranicni_ert";85464
"93578";93578;"zahranicni";51402;0;69863550;"20:14";"5.1.2015";"A150105_143458_zahranicni_ert";61070
"93579";93579;"zahranicni";51402;1;69863550;"20:14";"5.1.2015";"A150105_143458_zahranicni_ert";51172
"93580";93580;"zahranicni";51402;1;69863550;"20:14";"5.1.2015";"A150105_143458_zahranicni_ert";67190
"93581";93581;"zahranicni";51402;1;69863550;"20:14";"5.1.2015";"A150105_143458_zahranicni_ert";67819
"93582";93582;"zahranicni";51402;0;69863550;"20:14";"5.1.2015";"A150105_143458_zahranicni_ert";75629
"93583";93583;"zahranicni";51402;0;69863550;"20:14";"5.1.2015";"A150105_143458_zahranicni_ert";86355
"93584";93584;"zahranicni";51402;1;69863550;"20:14";"5.1.2015";"A150105_143458_zahranicni_ert";98989
"93585";93585;"zahranicni";51402;1;69863550;"20:14";"5.1.2015";"A150105_143458_zahranicni_ert";47697
"93586";93586;"zahranicni";51402;0;69863550;"20:14";"5.1.2015";"A150105_143458_zahranicni_ert";7707
"93587";93587;"zahranicni";51402;0;69863550;"20:14";"5.1.2015";"A150105_143458_zahranicni_ert";89511
"93588";93588;"zahranicni";51402;0;69863550;"20:14";"5.1.2015";"A150105_143458_zahranicni_ert";45383
"93589";93589;"zahranicni";51402;1;69863550;"20:14";"5.1.2015";"A150105_143458_zahranicni_ert";94691
"93590";93590;"zahranicni";51402;1;69863550;"20:14";"5.1.2015";"A150105_143458_zahranicni_ert";79449
"93591";93591;"zahranicni";51402;1;69863550;"20:14";"5.1.2015";"A150105_143458_zahranicni_ert";49489
"93592";93592;"zahranicni";51402;1;69863550;"20:14";"5.1.2015";"A150105_143458_zahranicni_ert";47735
"93593";93593;"zahranicni";51402;0;69863550;"20:14";"5.1.2015";"A150105_143458_zahranicni_ert";40116
"93626";93626;"zahranicni";62704;1;69863583;"20:16";"5.1.2015";"A150105_143458_zahranicni_ert";93230
"93627";93627;"zahranicni";62704;0;69863583;"20:16";"5.1.2015";"A150105_143458_zahranicni_ert";33706
"93628";93628;"zahranicni";62704;1;69863583;"20:16";"5.1.2015";"A150105_143458_zahranicni_ert";86355
"93629";93629;"zahranicni";62704;1;69863583;"20:16";"5.1.2015";"A150105_143458_zahranicni_ert";71316
"93630";93630;"zahranicni";62704;0;69863583;"20:16";"5.1.2015";"A150105_143458_zahranicni_ert";14999
"93631";93631;"zahranicni";62704;1;69863583;"20:16";"5.1.2015";"A150105_143458_zahranicni_ert";47697
"93632";93632;"zahranicni";62704;1;69863583;"20:16";"5.1.2015";"A150105_143458_zahranicni_ert";75863
"93633";93633;"zahranicni";62704;1;69863583;"20:16";"5.1.2015";"A150105_143458_zahranicni_ert";19135
"93634";93634;"zahranicni";62704;0;69863583;"20:16";"5.1.2015";"A150105_143458_zahranicni_ert";75629
"93635";93635;"zahranicni";62704;1;69863583;"20:16";"5.1.2015";"A150105_143458_zahranicni_ert";67819
"93636";93636;"zahranicni";62704;1;69863583;"20:16";"5.1.2015";"A150105_143458_zahranicni_ert";60127
"93637";93637;"zahranicni";62704;1;69863583;"20:16";"5.1.2015";"A150105_143458_zahranicni_ert";81685
"93638";93638;"zahranicni";62704;1;69863583;"20:16";"5.1.2015";"A150105_143458_zahranicni_ert";54465
"93639";93639;"zahranicni";62704;1;69863583;"20:16";"5.1.2015";"A150105_143458_zahranicni_ert";79793
"93640";93640;"zahranicni";62704;1;69863583;"20:16";"5.1.2015";"A150105_143458_zahranicni_ert";64143
"93641";93641;"zahranicni";62704;1;69863583;"20:16";"5.1.2015";"A150105_143458_zahranicni_ert";98187
"93642";93642;"zahranicni";62704;1;69863583;"20:16";"5.1.2015";"A150105_143458_zahranicni_ert";98230
"93643";93643;"zahranicni";62704;1;69863583;"20:16";"5.1.2015";"A150105_143458_zahranicni_ert";51172
"93644";93644;"zahranicni";62704;1;69863583;"20:16";"5.1.2015";"A150105_143458_zahranicni_ert";12804
"93645";93645;"zahranicni";62704;0;69863583;"20:16";"5.1.2015";"A150105_143458_zahranicni_ert";89511
"93646";93646;"zahranicni";62704;1;69863583;"20:16";"5.1.2015";"A150105_143458_zahranicni_ert";84840
"93647";93647;"zahranicni";65245;1;69863587;"20:17";"5.1.2015";"A150105_143458_zahranicni_ert";51172
"93648";93648;"zahranicni";65245;1;69863587;"20:17";"5.1.2015";"A150105_143458_zahranicni_ert";47697
"93649";93649;"zahranicni";65245;0;69863587;"20:17";"5.1.2015";"A150105_143458_zahranicni_ert";75629
"93650";93650;"zahranicni";65245;1;69863587;"20:17";"5.1.2015";"A150105_143458_zahranicni_ert";62704
"93651";93651;"zahranicni";65245;1;69863587;"20:17";"5.1.2015";"A150105_143458_zahranicni_ert";47735
"93652";93652;"zahranicni";65245;1;69863587;"20:17";"5.1.2015";"A150105_143458_zahranicni_ert";60127
"93653";93653;"zahranicni";65245;1;69863587;"20:17";"5.1.2015";"A150105_143458_zahranicni_ert";39854
"93654";93654;"zahranicni";65245;0;69863587;"20:17";"5.1.2015";"A150105_143458_zahranicni_ert";33706
"93655";93655;"zahranicni";65245;1;69863587;"20:17";"5.1.2015";"A150105_143458_zahranicni_ert";39747
"93656";93656;"zahranicni";65245;1;69863587;"20:17";"5.1.2015";"A150105_143458_zahranicni_ert";93403
"93657";93657;"zahranicni";65245;0;69863587;"20:17";"5.1.2015";"A150105_143458_zahranicni_ert";61070
"93658";93658;"zahranicni";65245;1;69863587;"20:17";"5.1.2015";"A150105_143458_zahranicni_ert";79793
"93659";93659;"zahranicni";65245;0;69863587;"20:17";"5.1.2015";"A150105_143458_zahranicni_ert";14999
"93680";93680;"zahranicni";51172;1;69863593;"20:17";"5.1.2015";"A150105_143458_zahranicni_ert";93403
"93681";93681;"zahranicni";85464;1;69863596;"20:17";"5.1.2015";"A150105_143458_zahranicni_ert";75822
"93682";93682;"zahranicni";85464;1;69863596;"20:17";"5.1.2015";"A150105_143458_zahranicni_ert";47735
"93683";93683;"zahranicni";51402;1;69863597;"20:17";"5.1.2015";"A150105_143458_zahranicni_ert";47697
"93684";93684;"zahranicni";51402;1;69863597;"20:17";"5.1.2015";"A150105_143458_zahranicni_ert";98989
"93685";93685;"zahranicni";51402;1;69863597;"20:17";"5.1.2015";"A150105_143458_zahranicni_ert";67819
"93686";93686;"zahranicni";51402;1;69863597;"20:17";"5.1.2015";"A150105_143458_zahranicni_ert";85464
"93687";93687;"zahranicni";51402;1;69863597;"20:17";"5.1.2015";"A150105_143458_zahranicni_ert";49489
"93688";93688;"zahranicni";51402;1;69863597;"20:17";"5.1.2015";"A150105_143458_zahranicni_ert";51172
"93730";93730;"zahranicni";14999;1;69863613;"20:18";"5.1.2015";"A150105_143458_zahranicni_ert";47735
"93731";93731;"zahranicni";14999;1;69863613;"20:18";"5.1.2015";"A150105_143458_zahranicni_ert";75629
"93732";93732;"zahranicni";14999;1;69863613;"20:18";"5.1.2015";"A150105_143458_zahranicni_ert";71829
"93733";93733;"zahranicni";14999;1;69863613;"20:18";"5.1.2015";"A150105_143458_zahranicni_ert";87916
"93734";93734;"zahranicni";14999;1;69863613;"20:18";"5.1.2015";"A150105_143458_zahranicni_ert";61070
"93735";93735;"zahranicni";75629;0;69863618;"20:18";"5.1.2015";"A150105_143458_zahranicni_ert";60127
"93736";93736;"zahranicni";75629;0;69863618;"20:18";"5.1.2015";"A150105_143458_zahranicni_ert";98187
"93737";93737;"zahranicni";75629;1;69863618;"20:18";"5.1.2015";"A150105_143458_zahranicni_ert";6398
"93738";93738;"zahranicni";75629;0;69863618;"20:18";"5.1.2015";"A150105_143458_zahranicni_ert";19135
"93739";93739;"zahranicni";75629;0;69863618;"20:18";"5.1.2015";"A150105_143458_zahranicni_ert";49489
"93740";93740;"zahranicni";75629;0;69863618;"20:18";"5.1.2015";"A150105_143458_zahranicni_ert";75863
"93741";93741;"zahranicni";75629;1;69863618;"20:18";"5.1.2015";"A150105_143458_zahranicni_ert";85464
"93742";93742;"zahranicni";75629;0;69863618;"20:18";"5.1.2015";"A150105_143458_zahranicni_ert";51172
"93743";93743;"zahranicni";75629;0;69863618;"20:18";"5.1.2015";"A150105_143458_zahranicni_ert";76826
"93744";93744;"zahranicni";82782;1;69863621;"20:18";"5.1.2015";"A150105_143458_zahranicni_ert";47697
"93745";93745;"zahranicni";82782;0;69863621;"20:18";"5.1.2015";"A150105_143458_zahranicni_ert";42321
"93746";93746;"zahranicni";82782;1;69863621;"20:18";"5.1.2015";"A150105_143458_zahranicni_ert";98989
"93747";93747;"zahranicni";88234;1;69863626;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";98989
"93748";93748;"zahranicni";88234;1;69863626;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";47697
"93749";93749;"zahranicni";88234;1;69863626;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";93403
"93750";93750;"zahranicni";88234;1;69863626;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";98187
"93751";93751;"zahranicni";88234;1;69863626;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";79793
"93752";93752;"zahranicni";88234;1;69863626;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";47735
"93753";93753;"zahranicni";62704;1;69863631;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";39747
"93754";93754;"zahranicni";62704;1;69863631;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";93403
"93755";93755;"zahranicni";16517;1;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";5406
"93756";93756;"zahranicni";16517;1;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";65455
"93757";93757;"zahranicni";16517;1;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";94391
"93758";93758;"zahranicni";16517;1;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";98187
"93759";93759;"zahranicni";16517;1;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";12426
"93760";93760;"zahranicni";16517;1;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";47697
"93761";93761;"zahranicni";16517;1;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";35832
"93762";93762;"zahranicni";16517;1;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";26773
"93763";93763;"zahranicni";16517;1;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";23573
"93764";93764;"zahranicni";16517;1;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";21793
"93765";93765;"zahranicni";16517;1;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";48410
"93766";93766;"zahranicni";16517;1;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";60127
"93767";93767;"zahranicni";16517;1;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";88199
"93768";93768;"zahranicni";16517;1;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";982
"93769";93769;"zahranicni";16517;1;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";5212
"93770";93770;"zahranicni";16517;0;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";89511
"93771";93771;"zahranicni";16517;0;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";66477
"93772";93772;"zahranicni";16517;1;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";79049
"93773";93773;"zahranicni";16517;1;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";54573
"93774";93774;"zahranicni";16517;1;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";23521
"93775";93775;"zahranicni";16517;1;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";8328
"93776";93776;"zahranicni";16517;1;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";98091
"93777";93777;"zahranicni";16517;1;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";67187
"93778";93778;"zahranicni";16517;1;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";19748
"93779";93779;"zahranicni";16517;1;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";33042
"93780";93780;"zahranicni";16517;1;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";11180
"93781";93781;"zahranicni";16517;1;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";85747
"93782";93782;"zahranicni";16517;1;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";51332
"93783";93783;"zahranicni";16517;1;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";69748
"93784";93784;"zahranicni";16517;1;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";98230
"93785";93785;"zahranicni";16517;1;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";95435
"93786";93786;"zahranicni";16517;0;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";60776
"93787";93787;"zahranicni";16517;1;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";69531
"93788";93788;"zahranicni";16517;1;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";93230
"93789";93789;"zahranicni";16517;1;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";71316
"93790";93790;"zahranicni";16517;1;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";53098
"93791";93791;"zahranicni";16517;1;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";73707
"93792";93792;"zahranicni";16517;1;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";58722
"93793";93793;"zahranicni";16517;1;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";79389
"93794";93794;"zahranicni";16517;1;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";37506
"93795";93795;"zahranicni";16517;1;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";79793
"93796";93796;"zahranicni";16517;1;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";52018
"93797";93797;"zahranicni";16517;1;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";27361
"93798";93798;"zahranicni";16517;1;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";44462
"93799";93799;"zahranicni";16517;1;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";33463
"93800";93800;"zahranicni";16517;1;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";6791
"93801";93801;"zahranicni";16517;1;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";6253
"93802";93802;"zahranicni";16517;1;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";72656
"93803";93803;"zahranicni";16517;1;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";2397
"93804";93804;"zahranicni";16517;1;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";81774
"93805";93805;"zahranicni";16517;1;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";34513
"93806";93806;"zahranicni";16517;1;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";13259
"93807";93807;"zahranicni";16517;1;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";75822
"93808";93808;"zahranicni";16517;1;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";35845
"93809";93809;"zahranicni";16517;1;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";53900
"93810";93810;"zahranicni";16517;1;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";98989
"93811";93811;"zahranicni";16517;1;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";33064
"93812";93812;"zahranicni";16517;1;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";22663
"93813";93813;"zahranicni";16517;1;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";21689
"93814";93814;"zahranicni";16517;1;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";72409
"93815";93815;"zahranicni";16517;0;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";94839
"93816";93816;"zahranicni";16517;1;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";54465
"93817";93817;"zahranicni";16517;1;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";38434
"93818";93818;"zahranicni";16517;1;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";51542
"93819";93819;"zahranicni";16517;1;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";78781
"93820";93820;"zahranicni";16517;1;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";39747
"93821";93821;"zahranicni";16517;1;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";33497
"93822";93822;"zahranicni";16517;1;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";42204
"93823";93823;"zahranicni";16517;1;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";94228
"93824";93824;"zahranicni";16517;1;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";79486
"93825";93825;"zahranicni";16517;1;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";56476
"93826";93826;"zahranicni";16517;1;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";42892
"93827";93827;"zahranicni";16517;1;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";19793
"93828";93828;"zahranicni";16517;0;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";87916
"93829";93829;"zahranicni";16517;0;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";33706
"93830";93830;"zahranicni";16517;1;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";26948
"93831";93831;"zahranicni";16517;1;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";43455
"93832";93832;"zahranicni";16517;1;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";68096
"93833";93833;"zahranicni";16517;1;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";72196
"93834";93834;"zahranicni";16517;1;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";75650
"93835";93835;"zahranicni";16517;1;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";67675
"93836";93836;"zahranicni";16517;1;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";93403
"93837";93837;"zahranicni";16517;1;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";84507
"93838";93838;"zahranicni";16517;1;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";84126
"93839";93839;"zahranicni";16517;1;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";44135
"93840";93840;"zahranicni";16517;1;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";63786
"93841";93841;"zahranicni";16517;1;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";29592
"93842";93842;"zahranicni";16517;1;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";60246
"93843";93843;"zahranicni";16517;1;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";81685
"93844";93844;"zahranicni";16517;1;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";68331
"93845";93845;"zahranicni";16517;1;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";65667
"93846";93846;"zahranicni";16517;1;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";41174
"93847";93847;"zahranicni";16517;1;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";41360
"93848";93848;"zahranicni";16517;1;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";31239
"93849";93849;"zahranicni";16517;1;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";60761
"93850";93850;"zahranicni";16517;1;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";92472
"93851";93851;"zahranicni";16517;1;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";29538
"93852";93852;"zahranicni";16517;1;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";11177
"93853";93853;"zahranicni";16517;1;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";53786
"93854";93854;"zahranicni";16517;1;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";66196
"93855";93855;"zahranicni";16517;1;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";34865
"93856";93856;"zahranicni";16517;1;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";65014
"93857";93857;"zahranicni";16517;1;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";75863
"93858";93858;"zahranicni";16517;1;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";25289
"93859";93859;"zahranicni";16517;1;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";81467
"93860";93860;"zahranicni";16517;1;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";72695
"93861";93861;"zahranicni";16517;1;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";58442
"93862";93862;"zahranicni";16517;1;69863633;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";12804
"93863";93863;"zahranicni";25497;1;69863637;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";34865
"93864";93864;"zahranicni";25497;1;69863637;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";12804
"93865";93865;"zahranicni";25497;1;69863637;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";47697
"93866";93866;"zahranicni";25497;1;69863637;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";93403
"93867";93867;"zahranicni";25497;1;69863637;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";98989
"93868";93868;"zahranicni";25497;1;69863637;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";98230
"93869";93869;"zahranicni";5509;0;69863638;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";61070
"93870";93870;"zahranicni";5509;1;69863638;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";68096
"93871";93871;"zahranicni";5509;1;69863638;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";23521
"93872";93872;"zahranicni";5509;1;69863638;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";47735
"93873";93873;"zahranicni";5509;1;69863638;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";47697
"93874";93874;"zahranicni";5509;1;69863638;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";79793
"93875";93875;"zahranicni";5509;0;69863638;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";89511
"93876";93876;"zahranicni";5509;1;69863638;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";11624
"93877";93877;"zahranicni";5509;1;69863638;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";73707
"93878";93878;"zahranicni";5509;1;69863638;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";34865
"93879";93879;"zahranicni";5509;1;69863638;"20:19";"5.1.2015";"A150105_143458_zahranicni_ert";75863
"93884";93884;"zahranicni";75629;1;69863650;"20:20";"5.1.2015";"A150105_143458_zahranicni_ert";6398
"93885";93885;"zahranicni";75629;1;69863650;"20:20";"5.1.2015";"A150105_143458_zahranicni_ert";61070
"93886";93886;"zahranicni";75629;0;69863650;"20:20";"5.1.2015";"A150105_143458_zahranicni_ert";60127
"93887";93887;"zahranicni";75629;0;69863650;"20:20";"5.1.2015";"A150105_143458_zahranicni_ert";47735
"93888";93888;"zahranicni";75629;0;69863650;"20:20";"5.1.2015";"A150105_143458_zahranicni_ert";49489
"93889";93889;"zahranicni";75629;0;69863650;"20:20";"5.1.2015";"A150105_143458_zahranicni_ert";39854
"93890";93890;"zahranicni";75629;0;69863650;"20:20";"5.1.2015";"A150105_143458_zahranicni_ert";93403
"93891";93891;"zahranicni";75629;0;69863650;"20:20";"5.1.2015";"A150105_143458_zahranicni_ert";39747
"93892";93892;"zahranicni";75629;0;69863650;"20:20";"5.1.2015";"A150105_143458_zahranicni_ert";32103
"93893";93893;"zahranicni";75629;0;69863650;"20:20";"5.1.2015";"A150105_143458_zahranicni_ert";51172
"93904";93904;"zahranicni";87916;1;69863666;"20:21";"5.1.2015";"A150105_143458_zahranicni_ert";98989
"93905";93905;"zahranicni";51402;1;69863668;"20:21";"5.1.2015";"A150105_143458_zahranicni_ert";51172
"93906";93906;"zahranicni";51402;0;69863668;"20:21";"5.1.2015";"A150105_143458_zahranicni_ert";75629
"93907";93907;"zahranicni";51402;0;69863668;"20:21";"5.1.2015";"A150105_143458_zahranicni_ert";61070
"93908";93908;"zahranicni";51402;1;69863668;"20:21";"5.1.2015";"A150105_143458_zahranicni_ert";13259
"93909";93909;"zahranicni";51402;1;69863668;"20:21";"5.1.2015";"A150105_143458_zahranicni_ert";98989
"93910";93910;"zahranicni";51402;0;69863668;"20:21";"5.1.2015";"A150105_143458_zahranicni_ert";89511
"93911";93911;"zahranicni";51402;0;69863668;"20:21";"5.1.2015";"A150105_143458_zahranicni_ert";42204
"93912";93912;"zahranicni";51402;1;69863668;"20:21";"5.1.2015";"A150105_143458_zahranicni_ert";23521
"93913";93913;"zahranicni";51402;1;69863668;"20:21";"5.1.2015";"A150105_143458_zahranicni_ert";25497
"93914";93914;"zahranicni";51402;1;69863668;"20:21";"5.1.2015";"A150105_143458_zahranicni_ert";85464
"93915";93915;"zahranicni";51402;0;69863668;"20:21";"5.1.2015";"A150105_143458_zahranicni_ert";93526
"93916";93916;"zahranicni";51402;0;69863668;"20:21";"5.1.2015";"A150105_143458_zahranicni_ert";33706
"93917";93917;"zahranicni";51402;1;69863668;"20:21";"5.1.2015";"A150105_143458_zahranicni_ert";42321
"93918";93918;"zahranicni";51402;1;69863668;"20:21";"5.1.2015";"A150105_143458_zahranicni_ert";93403
"93919";93919;"zahranicni";51402;1;69863668;"20:21";"5.1.2015";"A150105_143458_zahranicni_ert";98230
"93920";93920;"zahranicni";51402;1;69863668;"20:21";"5.1.2015";"A150105_143458_zahranicni_ert";94691
"93921";93921;"zahranicni";51402;1;69863668;"20:21";"5.1.2015";"A150105_143458_zahranicni_ert";75863
"93922";93922;"zahranicni";51402;1;69863668;"20:21";"5.1.2015";"A150105_143458_zahranicni_ert";54426
"93923";93923;"zahranicni";51402;1;69863668;"20:21";"5.1.2015";"A150105_143458_zahranicni_ert";39747
"93924";93924;"zahranicni";51402;1;69863668;"20:21";"5.1.2015";"A150105_143458_zahranicni_ert";47697
"93925";93925;"zahranicni";51172;1;69863672;"20:21";"5.1.2015";"A150105_143458_zahranicni_ert";68096
"93926";93926;"zahranicni";51172;1;69863672;"20:21";"5.1.2015";"A150105_143458_zahranicni_ert";47697
